,Unnamed: 0,State,Year,Season,Crop,Area,Production,Rainfall
49059,154792,Odisha,2013,Autumn     ,Rice,30000.0,40000.0,1632.4
49065,154798,Odisha,2013,Summer     ,Rice,2000.0,6000.0,1632.4
49073,154806,Odisha,2013,Winter     ,Rice,144000.0,227000.0,1632.4
49080,154813,Odisha,2014,Autumn     ,Rice,34000.0,54000.0,1536.9
49086,154819,Odisha,2014,Summer     ,Rice,2000.0,5000.0,1536.9
49094,154827,Odisha,2014,Winter     ,Rice,140000.0,354000.0,1536.9
49101,154834,Odisha,2015,Autumn     ,Rice,25000.0,18000.0,1210.1
49106,154839,Odisha,2015,Summer     ,Rice,1000.0,4000.0,1210.1
49115,154848,Odisha,2015,Winter     ,Rice,157000.0,185000.0,1210.1
49142,154875,Odisha,1998,Autumn     ,Rice,2315.0,2884.0,1357.1
49149,154882,Odisha,1998,Summer     ,Rice,9904.0,21138.0,1357.1
49158,154892,Odisha,1998,Winter     ,Rice,114290.0,188203.0,1357.1
49162,154896,Odisha,1999,Autumn     ,Rice,1000.0,1000.0,1484.3
49192,154926,Odisha,1999,Summer     ,Rice,14860.0,35240.0,1484.3
49195,154929,Odisha,1999,Winter     ,Rice,121000.0,72000.0,1484.3
49197,154931,Odisha,2000,Autumn     ,Rice,1920.0,1890.0,1097.2
49217,154951,Odisha,2000,Summer     ,Rice,2220.0,4520.0,1097.2
49226,154960,Odisha,2000,Winter     ,Rice,113960.0,174970.0,1097.2
49237,154971,Odisha,2001,Kharif     ,Rice,131000.0,197000.0,1672.5
49264,154998,Odisha,2002,Kharif     ,Rice,113000.0,53000.0,1102.8
49291,155025,Odisha,2003,Kharif     ,Rice,113000.0,157000.0,1648.2
49312,155046,Odisha,2004,Autumn     ,Rice,1000.0,1000.0,1290.4
49325,155060,Odisha,2004,Summer     ,Rice,6000.0,14000.0,1290.4
49340,155075,Odisha,2004,Winter     ,Rice,104000.0,166000.0,1290.4
49351,155086,Odisha,2005,Summer     ,Rice,8000.0,20000.0,1503.4
49360,155095,Odisha,2005,Winter     ,Rice,113000.0,186000.0,1503.4
49371,155106,Odisha,2006,Summer     ,Rice,10000.0,27000.0,1716.9
49380,155115,Odisha,2006,Winter     ,Rice,112000.0,169000.0,1716.9
49390,155126,Odisha,2007,Summer     ,Rice,7000.0,20000.0,1633.8
49398,155134,Odisha,2007,Winter     ,Rice,103000.0,157000.0,1633.8
49409,155145,Odisha,2008,Summer     ,Rice,8000.0,16000.0,1538.9
49418,155154,Odisha,2008,Winter     ,Rice,115000.0,145000.0,1538.9
49428,155164,Odisha,2009,Summer     ,Rice,2000.0,4000.0,1330.3
49438,155174,Odisha,2009,Winter     ,Rice,112000.0,205000.0,1330.3
49449,155185,Odisha,2010,Summer     ,Rice,1000.0,3000.0,1291.9
49457,155193,Odisha,2010,Winter     ,Rice,100000.0,166000.0,1291.9
49467,155203,Odisha,2011,Summer     ,Rice,1000.0,2000.0,1346.2
49477,155213,Odisha,2011,Winter     ,Rice,96000.0,147000.0,1346.2
49487,155223,Odisha,2012,Summer     ,Rice,202000.0,3000.0,1405.9
49495,155231,Odisha,2012,Winter     ,Rice,89000.0,202000.0,1405.9
49505,155241,Odisha,2013,Summer     ,Rice,1000.0,6000.0,1632.4
49512,155248,Odisha,2013,Winter     ,Rice,97000.0,74000.0,1632.4
49522,155258,Odisha,2014,Summer     ,Rice,1000.0,4000.0,1536.9
49531,155267,Odisha,2014,Winter     ,Rice,101000.0,219000.0,1536.9
49542,155278,Odisha,2015,Summer     ,Rice,1000.0,4000.0,1210.1
49550,155286,Odisha,2015,Winter     ,Rice,98000.0,138000.0,1210.1
49580,155316,Odisha,1998,Autumn     ,Rice,33224.0,26758.0,1357.1
49585,155321,Odisha,1998,Summer     ,Rice,13055.0,20598.0,1357.1
49595,155332,Odisha,1998,Winter     ,Rice,82464.0,150054.0,1357.1
49599,155336,Odisha,1999,Autumn     ,Rice,32000.0,25000.0,1484.3
49635,155372,Odisha,1999,Summer     ,Rice,17310.0,34330.0,1484.3
49640,155377,Odisha,1999,Winter     ,Rice,83000.0,126000.0,1484.3
49642,155379,Odisha,2000,Autumn     ,Rice,37730.0,31310.0,1097.2
49667,155404,Odisha,2000,Summer     ,Rice,16020.0,27110.0,1097.2
49678,155415,Odisha,2000,Winter     ,Rice,98690.0,169300.0,1097.2
49691,155428,Odisha,2001,Kharif     ,Rice,141000.0,213000.0,1672.5
49726,155463,Odisha,2002,Kharif     ,Rice,127000.0,134000.0,1102.8
49760,155497,Odisha,2003,Kharif     ,Rice,125000.0,199000.0,1648.2
49787,155524,Odisha,2004,Autumn     ,Rice,26000.0,24000.0,1290.4
49805,155542,Odisha,2004,Summer     ,Rice,18000.0,35000.0,1290.4
49822,155559,Odisha,2004,Winter     ,Rice,88000.0,150000.0,1290.4
49829,155566,Odisha,2005,Autumn     ,Rice,27000.0,23000.0,1503.4
49835,155572,Odisha,2005,Summer     ,Rice,17000.0,40000.0,1503.4
49844,155581,Odisha,2005,Winter     ,Rice,94000.0,160000.0,1503.4
49851,155588,Odisha,2006,Autumn     ,Rice,24000.0,27000.0,1716.9
49857,155594,Odisha,2006,Summer     ,Rice,18000.0,33000.0,1716.9
49865,155602,Odisha,2006,Winter     ,Rice,90000.0,161000.0,1716.9
49872,155609,Odisha,2007,Autumn     ,Rice,25000.0,30000.0,1633.8
49878,155615,Odisha,2007,Summer     ,Rice,19000.0,37000.0,1633.8
49886,155623,Odisha,2007,Winter     ,Rice,86000.0,178000.0,1633.8
49893,155630,Odisha,2008,Autumn     ,Rice,24000.0,23000.0,1538.9
49898,155635,Odisha,2008,Summer     ,Rice,16000.0,36000.0,1538.9
49907,155644,Odisha,2008,Winter     ,Rice,91000.0,150000.0,1538.9
49915,155652,Odisha,2009,Autumn     ,Rice,23000.0,18000.0,1330.3
49921,155658,Odisha,2009,Summer     ,Rice,9000.0,17000.0,1330.3
49931,155668,Odisha,2009,Winter     ,Rice,85000.0,121000.0,1330.3
49938,155675,Odisha,2010,Autumn     ,Rice,29000.0,35000.0,1291.9
49943,155680,Odisha,2010,Summer     ,Rice,20000.0,41000.0,1291.9
49953,155690,Odisha,2010,Winter     ,Rice,85000.0,174000.0,1291.9
49960,155697,Odisha,2011,Autumn     ,Rice,24000.0,22000.0,1346.2
49966,155703,Odisha,2011,Summer     ,Rice,13000.0,31000.0,1346.2
49977,155714,Odisha,2011,Winter     ,Rice,81000.0,119000.0,1346.2
49984,155721,Odisha,2012,Autumn     ,Rice,23000.0,28000.0,1405.9
49990,155727,Odisha,2012,Summer     ,Rice,208000.0,34000.0,1405.9
50000,155737,Odisha,2012,Winter     ,Rice,80000.0,180000.0,1405.9
50007,155744,Odisha,2013,Autumn     ,Rice,23000.0,32000.0,1632.4
50013,155750,Odisha,2013,Summer     ,Rice,21000.0,56000.0,1632.4
50022,155759,Odisha,2013,Winter     ,Rice,89000.0,267000.0,1632.4
50029,155766,Odisha,2014,Autumn     ,Rice,20000.0,23000.0,1536.9
50033,155770,Odisha,2014,Summer     ,Rice,25000.0,61000.0,1536.9
50041,155778,Odisha,2014,Winter     ,Rice,90000.0,191000.0,1536.9
50048,155785,Odisha,2015,Autumn     ,Rice,13000.0,13000.0,1210.1
50053,155790,Odisha,2015,Summer     ,Rice,25000.0,64000.0,1210.1
50059,155796,Odisha,2015,Winter     ,Rice,84000.0,163000.0,1210.1
50083,155820,Odisha,1998,Autumn     ,Rice,9413.0,8237.0,1357.1
50086,155823,Odisha,1998,Summer     ,Rice,154.0,257.0,1357.1
50095,155833,Odisha,1998,Winter     ,Rice,71874.0,108328.0,1357.1
50099,155837,Odisha,1999,Autumn     ,Rice,14000.0,11000.0,1484.3
50125,155863,Odisha,1999,Summer     ,Rice,310.0,630.0,1484.3
50128,155866,Odisha,1999,Winter     ,Rice,81000.0,106000.0,1484.3
50130,155868,Odisha,2000,Autumn     ,Rice,13030.0,8830.0,1097.2
50149,155887,Odisha,2000,Summer     ,Rice,80.0,70.0,1097.2
50157,155895,Odisha,2000,Winter     ,Rice,78760.0,54060.0,1097.2
50169,155907,Odisha,2001,Kharif     ,Rice,98000.0,107000.0,1672.5
50194,155932,Odisha,2002,Kharif     ,Rice,88000.0,53000.0,1102.8
50220,155959,Odisha,2003,Kharif     ,Rice,86000.0,114000.0,1648.2
50237,155976,Odisha,2004,Autumn     ,Rice,12000.0,10000.0,1290.4
50263,156002,Odisha,2004,Winter     ,Rice,73000.0,109000.0,1290.4
50269,156008,Odisha,2005,Autumn     ,Rice,12000.0,13000.0,1503.4
50280,156019,Odisha,2005,Winter     ,Rice,83000.0,116000.0,1503.4
50285,156024,Odisha,2006,Autumn     ,Rice,13000.0,12000.0,1716.9
50294,156033,Odisha,2006,Winter     ,Rice,76000.0,110000.0,1716.9
50299,156038,Odisha,2007,Autumn     ,Rice,15000.0,14000.0,1633.8
50311,156050,Odisha,2007,Winter     ,Rice,77000.0,126000.0,1633.8
50317,156056,Odisha,2008,Autumn     ,Rice,10000.0,8000.0,1538.9
50321,156060,Odisha,2008,Summer     ,Rice,1000.0,2000.0,1538.9
50328,156067,Odisha,2008,Winter     ,Rice,83000.0,101000.0,1538.9
50335,156074,Odisha,2009,Autumn     ,Rice,13000.0,10000.0,1330.3
50344,156083,Odisha,2009,Winter     ,Rice,81000.0,100000.0,1330.3
50349,156088,Odisha,2010,Autumn     ,Rice,13000.0,15000.0,1291.9
50353,156092,Odisha,2010,Summer     ,Rice,2000.0,4000.0,1291.9
50360,156099,Odisha,2010,Winter     ,Rice,83000.0,183000.0,1291.9
50365,156104,Odisha,2011,Autumn     ,Rice,12000.0,4000.0,1346.2
50375,156114,Odisha,2011,Winter     ,Rice,82000.0,48000.0,1346.2
50380,156119,Odisha,2012,Autumn     ,Rice,10000.0,9000.0,1405.9
50384,156123,Odisha,2012,Summer     ,Rice,178000.0,4000.0,1405.9
50391,156130,Odisha,2012,Winter     ,Rice,85000.0,169000.0,1405.9
50396,156135,Odisha,2013,Autumn     ,Rice,9000.0,9000.0,1632.4
50400,156139,Odisha,2013,Summer     ,Rice,1000.0,3000.0,1632.4
50406,156145,Odisha,2013,Winter     ,Rice,89000.0,162000.0,1632.4
50411,156150,Odisha,2014,Autumn     ,Rice,9000.0,11000.0,1536.9
50415,156154,Odisha,2014,Summer     ,Rice,1000.0,2000.0,1536.9
50422,156161,Odisha,2014,Winter     ,Rice,93000.0,165000.0,1536.9
50427,156166,Odisha,2015,Autumn     ,Rice,10000.0,9000.0,1210.1
50431,156170,Odisha,2015,Summer     ,Rice,3000.0,7000.0,1210.1
50438,156177,Odisha,2015,Winter     ,Rice,86000.0,120000.0,1210.1
50470,156209,Odisha,1998,Autumn     ,Rice,65764.0,27676.0,1357.1
50476,156215,Odisha,1998,Summer     ,Rice,9207.0,10771.0,1357.1
50486,156225,Odisha,1998,Winter     ,Rice,264102.0,252831.0,1357.1
50490,156229,Odisha,1999,Autumn     ,Rice,62000.0,55000.0,1484.3
50527,156266,Odisha,1999,Summer     ,Rice,10610.0,19790.0,1484.3
50531,156270,Odisha,1999,Winter     ,Rice,261000.0,311000.0,1484.3
50533,156272,Odisha,2000,Autumn     ,Rice,59320.0,39660.0,1097.2
50560,156299,Odisha,2000,Summer     ,Rice,5260.0,8570.0,1097.2
50570,156309,Odisha,2000,Winter     ,Rice,271940.0,341520.0,1097.2
50583,156322,Odisha,2001,Kharif     ,Rice,351000.0,543000.0,1672.5
50618,156357,Odisha,2002,Kharif     ,Rice,314000.0,258000.0,1102.8
50653,156392,Odisha,2003,Kharif     ,Rice,341000.0,502000.0,1648.2
50679,156418,Odisha,2004,Autumn     ,Rice,58000.0,56000.0,1290.4
50697,156436,Odisha,2004,Summer     ,Rice,6000.0,11000.0,1290.4
50712,156451,Odisha,2004,Winter     ,Rice,262000.0,423000.0,1290.4
50720,156459,Odisha,2005,Autumn     ,Rice,53000.0,49000.0,1503.4
50726,156465,Odisha,2005,Summer     ,Rice,7000.0,13000.0,1503.4
50737,156476,Odisha,2005,Winter     ,Rice,256000.0,403000.0,1503.4
50743,156482,Odisha,2006,Autumn     ,Rice,47000.0,53000.0,1716.9
50750,156489,Odisha,2006,Summer     ,Rice,7000.0,14000.0,1716.9
50761,156500,Odisha,2006,Winter     ,Rice,263000.0,427000.0,1716.9
50768,156507,Odisha,2007,Autumn     ,Rice,57000.0,67000.0,1633.8
50774,156513,Odisha,2007,Summer     ,Rice,9000.0,16000.0,1633.8
50784,156523,Odisha,2007,Winter     ,Rice,279000.0,483000.0,1633.8
50790,156529,Odisha,2008,Autumn     ,Rice,55000.0,64000.0,1538.9
50796,156535,Odisha,2008,Summer     ,Rice,6000.0,10000.0,1538.9
50806,156545,Odisha,2008,Winter     ,Rice,284000.0,460000.0,1538.9
50813,156552,Odisha,2009,Autumn     ,Rice,46000.0,43000.0,1330.3
50819,156558,Odisha,2009,Summer     ,Rice,4000.0,6000.0,1330.3
50829,156568,Odisha,2009,Winter     ,Rice,279000.0,403000.0,1330.3
50836,156575,Odisha,2010,Autumn     ,Rice,44000.0,14000.0,1291.9
50842,156581,Odisha,2010,Summer     ,Rice,3000.0,7000.0,1291.9
50852,156591,Odisha,2010,Winter     ,Rice,237000.0,240000.0,1291.9
50859,156598,Odisha,2011,Autumn     ,Rice,29000.0,39000.0,1346.2
50865,156604,Odisha,2011,Summer     ,Rice,4000.0,9000.0,1346.2
50876,156615,Odisha,2011,Winter     ,Rice,266000.0,508000.0,1346.2
50883,156622,Odisha,2012,Autumn     ,Rice,25000.0,30000.0,1405.9
50889,156628,Odisha,2012,Summer     ,Rice,490000.0,6000.0,1405.9
50899,156638,Odisha,2012,Winter     ,Rice,260000.0,460000.0,1405.9
50905,156644,Odisha,2013,Autumn     ,Rice,28000.0,29000.0,1632.4
50911,156650,Odisha,2013,Summer     ,Rice,4000.0,8000.0,1632.4
50921,156660,Odisha,2013,Winter     ,Rice,273000.0,387000.0,1632.4
50927,156666,Odisha,2014,Autumn     ,Rice,36000.0,56000.0,1536.9
50933,156672,Odisha,2014,Summer     ,Rice,4000.0,8000.0,1536.9
50943,156682,Odisha,2014,Winter     ,Rice,276000.0,623000.0,1536.9
50948,156687,Odisha,2015,Autumn     ,Rice,37000.0,33000.0,1210.1
50954,156693,Odisha,2015,Summer     ,Rice,3000.0,6000.0,1210.1
50964,156703,Odisha,2015,Winter     ,Rice,278000.0,274000.0,1210.1
50991,156730,Odisha,1998,Autumn     ,Rice,49365.0,38950.0,1357.1
50998,156737,Odisha,1998,Summer     ,Rice,1218.0,2704.0,1357.1
51005,156744,Odisha,1998,Winter     ,Rice,102706.0,165625.0,1357.1
51009,156748,Odisha,1999,Autumn     ,Rice,47000.0,49000.0,1484.3
51046,156785,Odisha,1999,Summer     ,Rice,1450.0,4450.0,1484.3
51051,156790,Odisha,1999,Winter     ,Rice,108000.0,188000.0,1484.3
51053,156792,Odisha,2000,Autumn     ,Rice,46750.0,30700.0,1097.2
51080,156819,Odisha,2000,Summer     ,Rice,930.0,1610.0,1097.2
51091,156830,Odisha,2000,Winter     ,Rice,105890.0,141360.0,1097.2
51103,156842,Odisha,2001,Kharif     ,Rice,166000.0,213000.0,1672.5
51135,156875,Odisha,2002,Kharif     ,Rice,158000.0,87000.0,1102.8
51166,156907,Odisha,2003,Kharif     ,Rice,162000.0,271000.0,1648.2
51191,156932,Odisha,2004,Autumn     ,Rice,52000.0,39000.0,1290.4
51209,156950,Odisha,2004,Summer     ,Rice,2000.0,5000.0,1290.4
51223,156964,Odisha,2004,Winter     ,Rice,122000.0,189000.0,1290.4
51229,156971,Odisha,2005,Autumn     ,Rice,45000.0,27000.0,1503.4
51234,156976,Odisha,2005,Summer     ,Rice,1000.0,2000.0,1503.4
51241,156983,Odisha,2005,Winter     ,Rice,123000.0,175000.0,1503.4
51248,156990,Odisha,2006,Autumn     ,Rice,42000.0,39000.0,1716.9
51252,156994,Odisha,2006,Summer     ,Rice,1000.0,2000.0,1716.9
51259,157001,Odisha,2006,Winter     ,Rice,122000.0,175000.0,1716.9
51266,157008,Odisha,2007,Autumn     ,Rice,39000.0,36000.0,1633.8
51271,157013,Odisha,2007,Summer     ,Rice,2000.0,3000.0,1633.8
51279,157021,Odisha,2007,Winter     ,Rice,110000.0,188000.0,1633.8
51286,157028,Odisha,2008,Autumn     ,Rice,35000.0,34000.0,1538.9
51291,157033,Odisha,2008,Summer     ,Rice,2000.0,3000.0,1538.9
51299,157041,Odisha,2008,Winter     ,Rice,122000.0,156000.0,1538.9
51306,157048,Odisha,2009,Autumn     ,Rice,42000.0,27000.0,1330.3
51311,157053,Odisha,2009,Summer     ,Rice,1000.0,1000.0,1330.3
51317,157059,Odisha,2009,Winter     ,Rice,118000.0,187000.0,1330.3
51323,157065,Odisha,2010,Autumn     ,Rice,35000.0,44000.0,1291.9
51328,157070,Odisha,2010,Summer     ,Rice,3000.0,5000.0,1291.9
51335,157077,Odisha,2010,Winter     ,Rice,109000.0,235000.0,1291.9
51341,157083,Odisha,2011,Autumn     ,Rice,26000.0,13000.0,1346.2
51350,157092,Odisha,2011,Winter     ,Rice,114000.0,84000.0,1346.2
51356,157098,Odisha,2012,Autumn     ,Rice,29000.0,44000.0,1405.9
51361,157103,Odisha,2012,Summer     ,Rice,327000.0,2000.0,1405.9
51366,157108,Odisha,2012,Winter     ,Rice,114000.0,283000.0,1405.9
51372,157114,Odisha,2013,Autumn     ,Rice,20000.0,34000.0,1632.4
51377,157119,Odisha,2013,Summer     ,Rice,1000.0,3000.0,1632.4
51381,157123,Odisha,2013,Winter     ,Rice,126000.0,384000.0,1632.4
51387,157129,Odisha,2014,Autumn     ,Rice,25000.0,39000.0,1536.9
51396,157138,Odisha,2014,Winter     ,Rice,122000.0,303000.0,1536.9
51402,157144,Odisha,2015,Autumn     ,Rice,21000.0,17000.0,1210.1
51408,157150,Odisha,2015,Summer     ,Rice,1000.0,2000.0,1210.1
51415,157157,Odisha,2015,Winter     ,Rice,116000.0,154000.0,1210.1
51445,157187,Odisha,1998,Autumn     ,Rice,3187.0,4073.0,1357.1
51450,157193,Odisha,1998,Summer     ,Rice,501.0,799.0,1357.1
51461,157204,Odisha,1998,Winter     ,Rice,98826.0,170669.0,1357.1
51465,157208,Odisha,1999,Autumn     ,Rice,3000.0,1000.0,1484.3
51499,157242,Odisha,1999,Summer     ,Rice,1030.0,2120.0,1484.3
51503,157246,Odisha,1999,Winter     ,Rice,94000.0,66000.0,1484.3
51505,157248,Odisha,2000,Autumn     ,Rice,2790.0,2830.0,1097.2
51529,157272,Odisha,2000,Summer     ,Rice,260.0,370.0,1097.2
51539,157282,Odisha,2000,Winter     ,Rice,95570.0,110450.0,1097.2
51549,157292,Odisha,2001,Kharif     ,Rice,106000.0,174000.0,1672.5
51580,157323,Odisha,2002,Kharif     ,Rice,100000.0,62000.0,1102.8
51609,157352,Odisha,2003,Kharif     ,Rice,97000.0,154000.0,1648.2
51632,157375,Odisha,2004,Autumn     ,Rice,2000.0,2000.0,1290.4
51660,157404,Odisha,2004,Winter     ,Rice,93000.0,118000.0,1290.4
51667,157411,Odisha,2005,Autumn     ,Rice,2000.0,2000.0,1503.4
51681,157425,Odisha,2005,Winter     ,Rice,98000.0,156000.0,1503.4
51688,157432,Odisha,2006,Autumn     ,Rice,2000.0,2000.0,1716.9
51700,157445,Odisha,2006,Winter     ,Rice,100000.0,149000.0,1716.9
51707,157452,Odisha,2007,Autumn     ,Rice,2000.0,2000.0,1633.8
51720,157465,Odisha,2007,Winter     ,Rice,94000.0,172000.0,1633.8
51727,157472,Odisha,2008,Autumn     ,Rice,1000.0,2000.0,1538.9
51740,157485,Odisha,2008,Winter     ,Rice,93000.0,129000.0,1538.9
51748,157493,Odisha,2009,Autumn     ,Rice,1000.0,2000.0,1330.3
51760,157505,Odisha,2009,Winter     ,Rice,101000.0,153000.0,1330.3
51767,157512,Odisha,2010,Autumn     ,Rice,2000.0,3000.0,1291.9
51784,157529,Odisha,2010,Winter     ,Rice,92000.0,153000.0,1291.9
51791,157536,Odisha,2011,Autumn     ,Rice,1000.0,1000.0,1346.2
51805,157550,Odisha,2011,Winter     ,Rice,85000.0,54000.0,1346.2
51812,157557,Odisha,2012,Autumn     ,Rice,1000.0,1000.0,1405.9
51822,157568,Odisha,2012,Winter     ,Rice,95000.0,208000.0,1405.9
51829,157575,Odisha,2013,Autumn     ,Rice,1000.0,1000.0,1632.4
51839,157585,Odisha,2013,Winter     ,Rice,101000.0,85000.0,1632.4
51846,157592,Odisha,2014,Autumn     ,Rice,1000.0,1000.0,1536.9
51850,157596,Odisha,2014,Summer     ,Rice,1000.0,1000.0,1536.9
51856,157602,Odisha,2014,Winter     ,Rice,90000.0,190000.0,1536.9
51872,157619,Odisha,2015,Winter     ,Rice,90000.0,77000.0,1210.1
51901,157648,Odisha,1998,Autumn     ,Rice,40580.0,22238.0,1357.1
51906,157653,Odisha,1998,Summer     ,Rice,2176.0,2709.0,1357.1
51916,157664,Odisha,1998,Winter     ,Rice,62144.0,64685.0,1357.1
51920,157668,Odisha,1999,Autumn     ,Rice,36000.0,28000.0,1484.3
51959,157707,Odisha,1999,Summer     ,Rice,3830.0,6280.0,1484.3
51964,157712,Odisha,1999,Winter     ,Rice,60000.0,70000.0,1484.3
51966,157714,Odisha,2000,Autumn     ,Rice,46440.0,12380.0,1097.2
51988,157736,Odisha,2000,Summer     ,Rice,320.0,380.0,1097.2
51999,157747,Odisha,2000,Winter     ,Rice,58990.0,19080.0,1097.2
52010,157758,Odisha,2001,Kharif     ,Rice,111000.0,141000.0,1672.5
52041,157789,Odisha,2002,Kharif     ,Rice,103000.0,27000.0,1102.8
52071,157819,Odisha,2003,Kharif     ,Rice,108000.0,140000.0,1648.2
52096,157844,Odisha,2004,Autumn     ,Rice,45000.0,28000.0,1290.4
52112,157860,Odisha,2004,Summer     ,Rice,4000.0,5000.0,1290.4
52127,157875,Odisha,2004,Winter     ,Rice,57000.0,60000.0,1290.4
52135,157883,Odisha,2005,Autumn     ,Rice,42000.0,25000.0,1503.4
52142,157890,Odisha,2005,Summer     ,Rice,4000.0,7000.0,1503.4
52150,157898,Odisha,2005,Winter     ,Rice,61000.0,71000.0,1503.4
52158,157906,Odisha,2006,Autumn     ,Rice,40000.0,32000.0,1716.9
52163,157911,Odisha,2006,Summer     ,Rice,3000.0,6000.0,1716.9
52169,157917,Odisha,2006,Winter     ,Rice,66000.0,81000.0,1716.9
52177,157925,Odisha,2007,Autumn     ,Rice,40000.0,42000.0,1633.8
52183,157931,Odisha,2007,Summer     ,Rice,3000.0,8000.0,1633.8
52191,157939,Odisha,2007,Winter     ,Rice,66000.0,149000.0,1633.8
52199,157947,Odisha,2008,Autumn     ,Rice,40000.0,39000.0,1538.9
52204,157952,Odisha,2008,Summer     ,Rice,4000.0,9000.0,1538.9
52210,157958,Odisha,2008,Winter     ,Rice,62000.0,101000.0,1538.9
52217,157965,Odisha,2009,Autumn     ,Rice,37000.0,28000.0,1330.3
52223,157971,Odisha,2009,Summer     ,Rice,1000.0,2000.0,1330.3
52230,157978,Odisha,2009,Winter     ,Rice,62000.0,89000.0,1330.3
52237,157985,Odisha,2010,Autumn     ,Rice,39000.0,57000.0,1291.9
52243,157991,Odisha,2010,Summer     ,Rice,5000.0,10000.0,1291.9
52249,157997,Odisha,2010,Winter     ,Rice,61000.0,124000.0,1291.9
52257,158005,Odisha,2011,Autumn     ,Rice,36000.0,17000.0,1346.2
52263,158011,Odisha,2011,Summer     ,Rice,4000.0,7000.0,1346.2
52270,158018,Odisha,2011,Winter     ,Rice,59000.0,52000.0,1346.2
52278,158026,Odisha,2012,Autumn     ,Rice,34000.0,53000.0,1405.9
52283,158031,Odisha,2012,Summer     ,Rice,198000.0,8000.0,1405.9
52290,158038,Odisha,2012,Winter     ,Rice,61000.0,145000.0,1405.9
52297,158045,Odisha,2013,Autumn     ,Rice,37000.0,53000.0,1632.4
52303,158051,Odisha,2013,Summer     ,Rice,5000.0,14000.0,1632.4
52310,158058,Odisha,2013,Winter     ,Rice,63000.0,143000.0,1632.4
52318,158066,Odisha,2014,Autumn     ,Rice,31000.0,48000.0,1536.9
52324,158072,Odisha,2014,Summer     ,Rice,3000.0,8000.0,1536.9
52331,158079,Odisha,2014,Winter     ,Rice,58000.0,139000.0,1536.9
52338,158086,Odisha,2015,Autumn     ,Rice,27000.0,9000.0,1210.1
52343,158091,Odisha,2015,Summer     ,Rice,6000.0,18000.0,1210.1
52349,158097,Odisha,2015,Winter     ,Rice,60000.0,52000.0,1210.1
52372,158120,Odisha,1998,Autumn     ,Rice,1149.0,1610.0,1357.1
52376,158125,Odisha,1998,Summer     ,Rice,38406.0,62967.0,1357.1
52385,158134,Odisha,1998,Winter     ,Rice,136647.0,148092.0,1357.1
52388,158137,Odisha,1999,Autumn     ,Rice,2000.0,1000.0,1484.3
52411,158160,Odisha,1999,Summer     ,Rice,65330.0,139080.0,1484.3
52414,158163,Odisha,1999,Winter     ,Rice,142000.0,40000.0,1484.3
52416,158165,Odisha,2000,Autumn     ,Rice,1980.0,1970.0,1097.2
52432,158181,Odisha,2000,Summer     ,Rice,15050.0,26980.0,1097.2
52441,158190,Odisha,2000,Winter     ,Rice,126560.0,150410.0,1097.2
52447,158196,Odisha,2001,Kharif     ,Rice,138000.0,233000.0,1672.5
52469,158218,Odisha,2002,Kharif     ,Rice,146000.0,129000.0,1102.8
52489,158238,Odisha,2003,Kharif     ,Rice,166000.0,202000.0,1648.2
52505,158254,Odisha,2004,Autumn     ,Rice,1000.0,1000.0,1290.4
52514,158264,Odisha,2004,Summer     ,Rice,45000.0,84000.0,1290.4
52528,158278,Odisha,2004,Winter     ,Rice,126000.0,184000.0,1290.4
52531,158281,Odisha,2005,Autumn     ,Rice,1000.0,1000.0,1503.4
52536,158287,Odisha,2005,Summer     ,Rice,60000.0,125000.0,1503.4
52543,158294,Odisha,2005,Winter     ,Rice,128000.0,158000.0,1503.4
52546,158297,Odisha,2006,Autumn     ,Rice,1000.0,1000.0,1716.9
52550,158301,Odisha,2006,Summer     ,Rice,63000.0,141000.0,1716.9
52558,158309,Odisha,2006,Winter     ,Rice,116000.0,101000.0,1716.9
52562,158313,Odisha,2007,Autumn     ,Rice,1000.0,1000.0,1633.8
52566,158317,Odisha,2007,Summer     ,Rice,48000.0,103000.0,1633.8
52574,158325,Odisha,2007,Winter     ,Rice,123000.0,155000.0,1633.8
52577,158328,Odisha,2008,Autumn     ,Rice,1000.0,2000.0,1538.9
52581,158332,Odisha,2008,Summer     ,Rice,52000.0,101000.0,1538.9
52591,158342,Odisha,2008,Winter     ,Rice,118000.0,100000.0,1538.9
52595,158346,Odisha,2009,Autumn     ,Rice,1000.0,1000.0,1330.3
52600,158351,Odisha,2009,Summer     ,Rice,31000.0,70000.0,1330.3
52608,158359,Odisha,2009,Winter     ,Rice,110000.0,170000.0,1330.3
52611,158362,Odisha,2010,Autumn     ,Rice,1000.0,1000.0,1291.9
52615,158366,Odisha,2010,Summer     ,Rice,33000.0,76000.0,1291.9
52623,158374,Odisha,2010,Winter     ,Rice,120000.0,182000.0,1291.9
52629,158380,Odisha,2011,Summer     ,Rice,30000.0,78000.0,1346.2
52637,158388,Odisha,2011,Winter     ,Rice,120000.0,146000.0,1346.2
52644,158395,Odisha,2012,Summer     ,Rice,245000.0,99000.0,1405.9
52650,158401,Odisha,2012,Winter     ,Rice,107000.0,244000.0,1405.9
52656,158407,Odisha,2013,Summer     ,Rice,32000.0,108000.0,1632.4
52663,158414,Odisha,2013,Winter     ,Rice,103000.0,91000.0,1632.4
52669,158420,Odisha,2014,Summer     ,Rice,31000.0,95000.0,1536.9
52675,158426,Odisha,2014,Winter     ,Rice,100000.0,182000.0,1536.9
